89651.2097,43188.7436,89658.7756,43184.2819
89653.5262,43190.2358,89659.8638,43183.4191
89655.97,43191.7475,89660.1525,43181.7532
89657.0868,43192.5939,89660.0042,43181.0438
89658.4252,43193.0886,89658.8994,43180.1271
89660.3646,43193.0885,89657.7105,43179.5059
89661.6473,43192.8586,89656.9676,43179.1782
89662.8409,43192.2026,89656.1372,43178.6837
89663.777,43191.1219,89655.3219,43178.1274
89664.8473,43189.5674,89654.3098,43177.4369
89666.1477,43187.5895,89652.9351,43176.8122
89667.5855,43185.3017,89651.7407,43176.4758
89668.7383,43183.2955,89650.7344,43176.3329
89669.1966,43182.0251,89649.5091,43176.2117
89669.3037,43180.8989,89648.324,43176.1008
89668.9775,43179.6604,89646.7063,43175.9769
89668.4758,43178.5936,89645.6129,43175.8347
89667.8359,43177.6633,89644.6113,43175.4674
89666.6932,43176.3842,89643.9452,43174.9976
89665.8224,43175.736,89643.0496,43174.366
89664.8966,43175.0495,89641.5739,43172.3986
89663.1231,43173.9713,89640.7591,43169.9325
89661.5168,43173.0549,89640.5702,43168.7164
89659.7796,43172.0639,89640.5294,43167.6824
89658.0359,43171.2174,89640.7049,43166.2885
89656.1405,43170.5074,89641.0803,43164.93
89654.6598,43170.3871,89641.4382,43164.0589
89653.3362,43170.2091,89641.9595,43163.2508
89651.9605,43170.1154,89642.3959,43162.4319
89650.3033,43169.9097,89643.1937,43161.5376
89649.3881,43169.6665,89644.6194,43160.5758
89648.3945,43168.9263,89649.1205,43158.6549
89648.2161,43168.3662,89650.1544,43158.1744
89648.4254,43167.0006,89652.7415,43156.9719
89649.3849,43166.2975,89655.3875,43156.0205
89650.2761,43166.0865,89657.431,43155.529
89652.123,43165.2829,89659.3758,43155.451
89652.8833,43164.9766,89660.8999,43155.7623
89653.9062,43164.5645,89662.5105,43156.3568
89655.0878,43164.2446,89663.9758,43157.1656
89655.9399,43163.8989,89665.2694,43158.3759
89657.1297,43163.3433,89666.6089,43160.1524
89657.8998,43162.9551,89667.1722,43161.7026
89659.3699,43162.8238,89667.4308,43162.5182
89660.2126,43163.6576,89667.5768,43163.2919
89660.4521,43164.5047,89667.5275,43164.1154
89660.1458,43165.1604,89667.3854,43164.7681
89659.391,43165.8863,89667.2341,43165.6394
89659.0692,43166.5817,89667.2704,43166.3764
89658.6559,43167.5912,89667.7799,43167.3894
89658.6024,43168.7477,89668.8152,43167.8499
89658.9419,43169.5865,89669.7514,43167.946
89659.7037,43170.1248,89670.6436,43167.6556
89660.2621,43170.5582,89671.2798,43166.8853
89662.4456,43171.978,89671.6148,43166.3055
89663.9832,43172.9778,89671.7525,43165.6491
89665.2192,43173.6729,89671.9593,43165.0588
89666.8255,43174.5763,89672.5099,43164.0952
89667.7605,43174.9379,89673.3494,43162.9882
89668.9721,43175.1022,89673.9186,43162.0332
89670.4846,43174.9868,89674.7447,43160.797
89672.1248,43174.7032,89675.4283,43159.6614
89673.3198,43174.2896,89675.9499,43158.9632
89674.6563,43173.7688,89676.8708,43157.6753
89675.5438,43172.8683,89677.318,43156.4384
89676.0763,43172.0263,89677.1861,43155.6133
89676.8209,43170.8638,89676.5794,43154.4365
89678.3134,43168.6208,89676.2679,43154.0152
89679.5421,43166.7244,89675.5466,43153.5787
89680.0287,43165.8671,89674.8917,43153.1823
89680.5082,43165.0225,89674.0935,43152.6992
89681.2179,43164.2844,89673.0694,43151.9429
89681.8259,43163.652,89672.1663,43151.2759
89682.4867,43163.0481,89670.8395,43150.7692
89683.2816,43162.3216,89669.79,43150.4041
89684.0022,43161.5253,89668.7183,43150.1087
89684.212,43160.6316,89667.5324,43150.2179
89684.0255,43158.9619,89666.2977,43150.4528
89683.8264,43157.5561,89665.3352,43150.6776
89683.5039,43155.8422,89664.4627,43150.9216
89683.0701,43154.007,89663.4154,43151.1176
89682.8347,43152.2419,89662.4436,43151.275
89682.2932,43150.9922,89661.4996,43151.3004
89681.8206,43150.0873,89660.4017,43151.0475
89680.9112,43148.7894,89659.3241,43150.3921
89680.0499,43147.6771,89657.9082,43149.5466
89679.0699,43146.9667,89656.3941,43148.5535
89677.4351,43146.0771,89655.1571,43147.332
89675.9032,43144.9979,89654.5099,43146.3878
89674.0053,43143.8322,89654.0865,43145.5133
89673.444,43143.4224,89653.566,43144.2369
89672.756,43143.0433,89653.3098,43142.7365
89671.2396,43142.7811,89653.3844,43141.4091
89669.7397,43142.8532,89653.504,43139.2814
89667.9486,43143.1366,89653.5877,43137.7922
89665.1887,43143.5675,89653.6814,43136.1246
89663.6775,43143.8038,89653.7921,43134.1555
89663.1296,43143.8912,89653.8967,43132.294
89661.7551,43143.9662,89653.9564,43131.2322
89660.3701,43128.8083,89653.9564,43131.2322
