lanelet_or_way_id,role,index,latitude,longitude,x,y,local_x,local_y
2256,centerline,17,35.6262764995,139.7812293874,-18.0713,50.8127,89636.4783,43182.1417
2256,centerline,18,35.6262714207,139.7812353414,-17.5331,50.2479,89637.0105,43181.5717
2256,centerline,19,35.6262680677,139.7812433574,-16.8086,49.8751,89637.7318,43181.1908
2256,centerline,20,35.6262655640,139.7812495980,-16.2445,49.5967,89638.2935,43180.9061
2256,centerline,21,35.6262631832,139.7812580885,-15.4772,49.3320,89639.0591,43180.6325
2256,centerline,22,35.6262625710,139.7812664648,-14.7201,49.2639,89639.8168,43180.5552
2256,centerline,23,35.6262619048,139.7812743152,-14.0105,49.1898,89640.5268,43180.4725
2256,centerline,24,35.6262610999,139.7812838672,-13.1472,49.1003,89641.3907,43180.3725
2256,centerline,25,35.6262610101,139.7812937949,-12.2499,49.0903,89642.2896,43180.3514
2256,centerline,26,35.6262618918,139.7813040435,-11.3236,49.1884,89643.2189,43180.4377
2256,centerline,27,35.6262635853,139.7813142323,-10.4027,49.3767,89644.1439,43180.6141
2256,centerline,28,35.6262659343,139.7813241571,-9.5057,49.6379,89645.0459,43180.8635
2256,centerline,29,35.6262693831,139.7813335341,-8.6581,50.0214,89645.8998,43181.2355
2256,centerline,30,35.6262731342,139.7813426824,-7.8313,50.4385,89646.7334,43181.6413
2256,centerline,31,35.6262770543,139.7813517663,-7.0102,50.8744,89647.5614,43182.0659
2256,centerline,32,35.6262810308,139.7813608261,-6.1914,51.3165,89648.3873,43182.4968
2256,centerline,33,35.6262851542,139.7813698682,-5.3741,51.7750,89649.2118,43182.9440
2256,centerline,34,35.6262894901,139.7813787978,-4.5671,52.2572,89650.0264,43183.4149
2256,centerline,35,35.6262939675,139.7813876291,-3.7688,52.7550,89650.8323,43183.9016
2256,centerline,36,35.6262985281,139.7813964029,-2.9758,53.2621,89651.6331,43184.3976
2256,centerline,37,35.6263034275,139.7814048933,-2.2085,53.8069,89652.4087,43184.9315
2256,centerline,38,35.6263083493,139.7814133634,-1.4429,54.3542,89653.1825,43185.4679
2256,centerline,39,35.6263133122,139.7814217943,-0.6809,54.9061,89653.9528,43186.0089
2256,centerline,40,35.6263183017,139.7814301828,0.0773,55.4609,89654.7193,43186.5529
2256,centerline,41,35.6263233812,139.7814384761,0.8269,56.0257,89655.4773,43187.1070
2256,centerline,42,35.6263284288,139.7814468107,1.5802,56.5869,89656.2390,43187.6575
2256,centerline,43,35.6263334047,139.7814551961,2.3381,57.1402,89657.0052,43188.2000
2256,centerline,44,35.6263369686,139.7814645471,3.1833,57.5365,89657.8569,43188.5848
2256,centerline,45,35.6263377934,139.7814746100,4.0928,57.6282,89658.7693,43188.6650
2256,centerline,46,35.6263354054,139.7814839905,4.9406,57.3627,89659.6155,43188.3896
2256,centerline,47,35.6263319911,139.7814918363,5.6497,56.9831,89660.3213,43188.0021
2256,centerline,48,35.6263272729,139.7814981448,6.2199,56.4584,89660.8861,43187.4717
2256,centerline,49,35.6263225627,139.7815036372,6.7163,55.9347,89661.3770,43186.9431
2256,centerline,50,35.6263172844,139.7815080548,7.1156,55.3478,89661.7698,43186.3527
2256,centerline,51,35.6263131156,139.7815122580,7.4955,54.8842,89662.1447,43185.8856
2256,centerline,52,35.6263084563,139.7815168054,7.9065,54.3661,89662.5501,43185.3637
2256,centerline,53,35.6263019973,139.7815222448,8.3982,53.6479,89663.0338,43184.6412
2256,centerline,54,35.6262968572,139.7815265908,8.7910,53.0763,89663.4203,43184.0662
2256,centerline,55,35.6262900688,139.7815316321,9.2466,52.3215,89663.8675,43183.3076
2256,centerline,56,35.6262839077,139.7815353244,9.5803,51.6364,89664.1934,43182.6201
2256,centerline,57,35.6262781855,139.7815379179,9.8147,51.0001,89664.4204,43181.9825
2256,centerline,58,35.6262711740,139.7815365921,9.6949,50.2205,89664.2907,43181.2063
2256,centerline,59,35.6262654588,139.7815339204,9.4534,49.5850,89664.0409,43180.5754
2256,centerline,60,35.6262605586,139.7815287395,8.9852,49.0401,89663.5650,43180.0377
2256,centerline,61,35.6262529856,139.7815195885,8.1581,48.1980,89662.7259,43179.2080
2256,centerline,62,35.6262473257,139.7815099005,7.2824,47.5687,89661.8408,43178.5911
2256,centerline,63,35.6262383910,139.7814930579,5.7602,46.5752,89660.3033,43177.6190
2256,centerline,64,35.6262327912,139.7814840470,4.9457,45.9525,89659.4796,43177.0080
2256,centerline,65,35.6262271479,139.7814744770,4.0807,45.3250,89658.6052,43176.3928
2256,centerline,66,35.6262225193,139.7814675417,3.4539,44.8103,89657.9708,43175.8872
2256,centerline,67,35.6262182562,139.7814595728,2.7337,44.3363,89657.2433,43175.4233
2256,centerline,68,35.6262129710,139.7814509989,1.9587,43.7486,89656.4596,43174.8467
2256,centerline,69,35.6262090583,139.7814424638,1.1873,43.3136,89655.6813,43174.4223
2256,centerline,70,35.6262049292,139.7814341881,0.4393,42.8544,89654.9262,43173.9736
2256,centerline,71,35.6262016015,139.7814248391,-0.4057,42.4844,89654.0750,43173.6150
2256,centerline,72,35.6261991536,139.7814156489,-1.2363,42.2122,89653.2394,43173.3538
2256,centerline,73,35.6261957919,139.7814020412,-2.4662,41.8384,89652.0025,43172.9962
2256,centerline,74,35.6261931032,139.7813936476,-3.2249,41.5394,89651.2387,43172.7074
2256,centerline,75,35.6261916113,139.7813833354,-4.1569,41.3735,89650.3028,43172.5535
2256,centerline,76,35.6261894848,139.7813668755,-5.6446,41.1371,89648.8093,43172.3361
2256,centerline,77,35.6261870347,139.7813557761,-6.6478,40.8646,89647.8008,43172.0768
2256,centerline,78,35.6261799179,139.7813364711,-8.3927,40.0733,89646.0428,43171.3091
2256,centerline,79,35.6261729422,139.7813301291,-8.9659,39.2976,89645.4589,43170.5425
2256,centerline,80,35.6261613183,139.7813232007,-9.5921,38.0051,89644.8155,43169.2610
2256,centerline,81,35.6261534192,139.7813209431,-9.7962,37.1268,89644.6002,43168.3874
2256,centerline,82,35.6261431297,139.7813224818,-9.6571,35.9826,89644.7254,43167.2444
2256,centerline,83,35.6261380037,139.7813247560,-9.4515,35.4126,89644.9243,43166.6733
2256,centerline,84,35.6261341938,139.7813267407,-9.2721,34.9890,89645.0988,43166.2485
2256,centerline,85,35.6261297572,139.7813298625,-8.9900,34.4957,89645.3754,43165.7529
2256,centerline,86,35.6261261030,139.7813321762,-8.7809,34.0893,89645.5799,43165.3450
2256,centerline,87,35.6261223301,139.7813346054,-8.5613,33.6698,89645.7947,43164.9238
2256,centerline,88,35.6261189675,139.7813374834,-8.3012,33.2959,89646.0507,43164.5476
2256,centerline,89,35.6261156328,139.7813414276,-7.9447,32.9251,89646.4033,43164.1733
2256,centerline,90,35.6261096424,139.7813509379,-7.0851,32.2590,89647.2563,43163.4982
2256,centerline,91,35.6261054149,139.7813597656,-6.2873,31.7889,89648.0499,43163.0194
2256,centerline,92,35.6261025151,139.7813694487,-5.4121,31.4665,89648.9228,43162.6869
2256,centerline,93,35.6260993715,139.7813790980,-4.5399,31.1169,89649.7923,43162.3274
2256,centerline,94,35.6260960731,139.7813886812,-3.6738,30.7502,89650.6556,43161.9508
2256,centerline,95,35.6260927864,139.7813982631,-2.8077,30.3847,89651.5188,43161.5755
2263,centerline,0,35.6260927864,139.7813982631,-2.8077,30.3847,89651.5188,43161.5755
2263,centerline,1,35.6260894220,139.7814080958,-1.9190,30.0106,89652.4046,43161.1913
2263,centerline,2,35.6260864694,139.7814180901,-1.0157,29.6823,89653.3056,43160.8526
2263,centerline,3,35.6260833367,139.7814280142,-0.1187,29.3340,89654.2000,43160.4940
2263,centerline,4,35.6260802069,139.7814379537,0.7797,28.9859,89655.0958,43160.1357
2263,centerline,5,35.6260769692,139.7814478341,1.6727,28.6259,89655.9861,43159.7655
2263,centerline,6,35.6260742451,139.7814578668,2.5795,28.3230,89656.8909,43159.4521
2263,centerline,7,35.6260729405,139.7814683805,3.5297,28.1779,89657.8412,43159.2956
2263,centerline,8,35.6260736753,139.7814777457,4.3762,28.2597,89658.6903,43159.3666
2263,centerline,9,35.6260752511,139.7814869082,5.2043,28.4349,89659.5222,43159.5311
2263,centerline,10,35.6260778871,139.7814966906,6.0885,28.7280,89660.4117,43159.8125
2263,centerline,11,35.6260810867,139.7815043399,6.7799,29.0838,89661.1088,43160.1588
2263,centerline,12,35.6260873248,139.7815125460,7.5216,29.7774,89661.8605,43160.8415
2263,centerline,13,35.6260947586,139.7815209405,8.2803,30.6040,89662.6309,43161.6566
2263,centerline,14,35.6261016251,139.7815268336,8.8129,31.3675,89663.1740,43162.4116
2263,centerline,15,35.6261086695,139.7815286481,8.9769,32.1508,89663.3480,43163.1909
2263,centerline,16,35.6261142968,139.7815300259,9.1014,32.7766,89663.4805,43163.8135
2263,centerline,17,35.6261201181,139.7815297377,9.0754,33.4239,89663.4624,43164.4595
2263,centerline,18,35.6261264580,139.7815299120,9.0911,34.1288,89663.4869,43165.1625
2263,centerline,19,35.6261378981,139.7815306174,9.1549,35.4009,89663.5665,43166.4306
2263,centerline,20,35.6261467059,139.7815343851,9.4954,36.3803,89663.9198,43167.4033
2263,centerline,21,35.6261527640,139.7815401226,10.0140,37.0539,89664.4477,43168.0688
2263,centerline,22,35.6261585711,139.7815469814,10.6339,37.6996,89665.0768,43168.7052
2263,centerline,23,35.6261634041,139.7815529186,11.1706,38.2370,89665.6211,43169.2346
2263,centerline,24,35.6261684052,139.7815597809,11.7908,38.7931,89666.2494,43169.7816
2263,centerline,25,35.6261727768,139.7815663611,12.3855,39.2792,89666.8513,43170.2591
2263,centerline,26,35.6261773649,139.7815736581,13.0451,39.7894,89667.5184,43170.7598
2263,centerline,27,35.6261818125,139.7815815181,13.7555,40.2840,89668.2363,43171.2443
2263,centerline,28,35.6261837499,139.7815916613,14.6722,40.4994,89669.1575,43171.4478
2263,centerline,29,35.6261840248,139.7816022636,15.6305,40.5300,89670.1180,43171.4664
9118,centerline,0,35.6260177101,139.7810107814,-37.8296,22.0366,89616.3261,43153.6832
9118,centerline,1,35.6260226838,139.7810068299,-38.1868,22.5897,89615.9751,43154.2393
9118,centerline,2,35.6260276566,139.7810028785,-38.5439,23.1426,89615.6241,43154.7953
9118,centerline,3,35.6260326303,139.7809989270,-38.9011,23.6957,89615.2731,43155.3514
9118,centerline,4,35.6260376032,139.7809949766,-39.2581,24.2486,89614.9222,43155.9074
9118,centerline,5,35.6260425769,139.7809910251,-39.6153,24.8017,89614.5712,43156.4635
9118,centerline,6,35.6260475700,139.7809871142,-39.9687,25.3569,89614.2239,43157.0217
9118,centerline,7,35.6260527103,139.7809835058,-40.2949,25.9285,89613.9042,43157.5959
9118,centerline,8,35.6260578356,139.7809799209,-40.6189,26.4984,89613.5866,43158.1684
9118,centerline,9,35.6260633949,139.7809776125,-40.8275,27.1165,89613.3852,43158.7876
9118,centerline,10,35.6260689532,139.7809753041,-41.0362,27.7346,89613.1838,43159.4067
9118,centerline,11,35.6260746077,139.7809740290,-41.1514,28.3633,89613.0761,43160.0353
9118,centerline,12,35.6260802996,139.7809731641,-41.2296,28.9962,89613.0056,43160.6676
9118,centerline,13,35.6260859925,139.7809723002,-41.3077,29.6293,89612.9352,43161.3000
9118,centerline,14,35.6260915179,139.7809727917,-41.2632,30.2437,89612.9873,43161.9123
9118,centerline,15,35.6260970417,139.7809733030,-41.2170,30.8579,89613.0412,43162.5244
9118,centerline,16,35.6261023015,139.7809747216,-41.0888,31.4427,89613.1769,43163.1062
9118,centerline,17,35.6261072961,139.7809768499,-40.8964,31.9981,89613.3765,43163.6578
9118,centerline,18,35.6261122917,139.7809789782,-40.7041,32.5536,89613.5761,43164.2095
9118,centerline,19,35.6261169137,139.7809816985,-40.4582,33.0675,89613.8288,43164.7191
9118,centerline,20,35.6261210448,139.7809857061,-40.0960,33.5269,89614.1974,43165.1728
9118,centerline,21,35.6261251647,139.7809902230,-39.6877,33.9850,89614.6121,43165.6247
9118,centerline,22,35.6261286521,139.7809952165,-39.2364,34.3728,89615.0691,43166.0059
9118,centerline,23,35.6261319858,139.7810007966,-38.7321,34.7435,89615.5790,43166.3694
9118,centerline,24,35.6261344908,139.7810068906,-38.1813,35.0220,89616.1343,43166.6404
9118,centerline,25,35.6261368737,139.7810130394,-37.6255,35.2870,89616.6944,43166.8978
9118,centerline,26,35.6261382249,139.7810193386,-37.0562,35.4372,89617.2667,43167.0406
9118,centerline,27,35.6261387800,139.7810264373,-36.4146,35.4990,89617.9103,43167.0942
9118,centerline,28,35.6261389282,139.7810335078,-35.7755,35.5154,89618.5508,43167.1027
9118,centerline,29,35.6261390321,139.7810405681,-35.1374,35.5270,89619.1903,43167.1063
9118,centerline,30,35.6261371333,139.7810474235,-34.5178,35.3159,89619.8085,43166.8880
9118,centerline,31,35.6261342158,139.7810536627,-33.9538,34.9914,89620.3695,43166.5574
9118,centerline,32,35.6261310224,139.7810597250,-33.4059,34.6364,89620.9141,43166.1964
9118,centerline,33,35.6261278163,139.7810657743,-32.8592,34.2799,89621.4575,43165.8340
9123,centerline,0,35.6261278163,139.7810657743,-32.8592,34.2799,89621.4575,43165.8340
9123,centerline,1,35.6261211863,139.7810723029,-32.2691,33.5426,89622.0396,43165.0913
9123,centerline,2,35.6261140677,139.7810779477,-31.7589,32.7511,89622.5410,43164.2954
9123,centerline,3,35.6261070285,139.7810837736,-31.2323,31.9684,89623.0589,43163.5081
9123,centerline,4,35.6260998893,139.7810894320,-30.7209,31.1745,89623.5615,43162.7099
9123,centerline,5,35.6260927345,139.7810950631,-30.2120,30.3789,89624.0616,43161.9100
9123,centerline,6,35.6260856174,139.7811007664,-29.6965,29.5876,89624.5683,43161.1142
9123,centerline,7,35.6260785251,139.7811065180,-29.1766,28.7989,89625.0794,43160.3211
9123,centerline,8,35.6260713731,139.7811121523,-28.6674,28.0037,89625.5798,43159.5215
9123,centerline,9,35.6260642053,139.7811177504,-28.1614,27.2066,89626.0769,43158.7202
9123,centerline,10,35.6260570458,139.7811233650,-27.6539,26.4105,89626.5755,43157.9198
9123,centerline,11,35.6260498469,139.7811289084,-27.1529,25.6101,89627.0676,43157.1151
9123,centerline,12,35.6260426875,139.7811345306,-26.6447,24.8140,89627.5669,43156.3147
9123,centerline,13,35.6260355640,139.7811402230,-26.1303,24.0219,89628.0726,43155.5182
9123,centerline,14,35.6260284432,139.7811459220,-25.6152,23.2301,89628.5789,43154.7220
9123,centerline,15,35.6260212571,139.7811514862,-25.1123,22.4310,89629.0729,43153.9187
9123,centerline,16,35.6260138813,139.7811566634,-24.6443,21.6109,89629.5316,43153.0948
9123,centerline,17,35.6260064926,139.7811618110,-24.1791,20.7893,89629.9876,43152.2695
9123,centerline,18,35.6259990937,139.7811669290,-23.7165,19.9666,89630.4409,43151.4431
9123,centerline,19,35.6259917040,139.7811720655,-23.2522,19.1449,89630.8959,43150.6177
9123,centerline,20,35.6259843051,139.7811771835,-22.7896,18.3221,89631.3492,43149.7913
9123,centerline,21,35.6259769506,139.7811824112,-22.3172,17.5044,89631.8125,43148.9697
9123,centerline,22,35.6259696227,139.7811876893,-21.8401,16.6895,89632.2804,43148.1510
9123,centerline,23,35.6259623205,139.7811930089,-21.3593,15.8776,89632.7521,43147.3351
9123,centerline,24,35.6259550422,139.7811983735,-20.8744,15.0683,89633.2279,43146.5218
9123,centerline,25,35.6259477722,139.7812037523,-20.3883,14.2599,89633.7050,43145.7094
9123,centerline,26,35.6259405602,139.7812092616,-19.8903,13.4579,89634.1940,43144.9033
9123,centerline,27,35.6259331523,139.7812143753,-19.4281,12.6342,89634.6469,43144.0759
9123,centerline,28,35.6259259154,139.7812198253,-18.9355,11.8295,89635.1305,43143.2671
9123,centerline,29,35.6259189214,139.7812257554,-18.3996,11.0518,89635.6579,43142.4847
9123,centerline,30,35.6259119283,139.7812316854,-17.8636,10.2742,89636.1853,43141.7024
9128,centerline,0,35.6259119283,139.7812316854,-17.8636,10.2742,89636.1853,43141.7024
9128,centerline,1,35.6259070647,139.7812356496,-17.5053,9.7334,89636.5376,43141.1585
9128,centerline,2,35.6259021726,139.7812395600,-17.1519,9.1894,89636.8850,43140.6115
9128,centerline,3,35.6258972539,139.7812434234,-16.8027,8.6425,89637.2281,43140.0616
9128,centerline,4,35.6258923361,139.7812472879,-16.4534,8.0956,89637.5713,43139.5118
9128,centerline,5,35.6258876009,139.7812514688,-16.0755,7.5691,89637.9434,43138.9819
9128,centerline,6,35.6258828657,139.7812556496,-15.6976,7.0426,89638.3155,43138.4520
9128,centerline,7,35.6258782247,139.7812599670,-15.3074,6.5265,89638.7001,43137.9324
9128,centerline,8,35.6258739728,139.7812647755,-14.8728,6.0537,89639.1297,43137.4554
9128,centerline,9,35.6258702257,139.7812701096,-14.3907,5.6371,89639.6076,43137.0338
9128,centerline,10,35.6258669989,139.7812758986,-13.8675,5.2783,89640.1274,43136.6694
9128,centerline,11,35.6258648323,139.7812822125,-13.2968,5.0374,89640.6962,43136.4220
9128,centerline,12,35.6258630686,139.7812886142,-12.7182,4.8413,89641.2735,43136.2192
9128,centerline,13,35.6258618299,139.7812953900,-12.1057,4.7035,89641.8854,43136.0742
9128,centerline,14,35.6258616989,139.7813022329,-11.4873,4.6890,89642.5049,43136.0520
9128,centerline,15,35.6258616960,139.7813090705,-10.8693,4.6886,89643.1241,43136.0440
9128,centerline,16,35.6258622936,139.7813157345,-10.2669,4.7551,89643.7284,43136.1028
9128,centerline,17,35.6258634610,139.7813224948,-9.6559,4.8849,89644.3422,43136.2247
9128,centerline,18,35.6258661015,139.7813287082,-9.0943,5.1785,89644.9085,43136.5106
9128,centerline,19,35.6258687420,139.7813349215,-8.5328,5.4721,89645.4748,43136.7965
9128,centerline,20,35.6258717028,139.7813408087,-8.0006,5.8013,89646.0120,43137.1183
9128,centerline,21,35.6258751074,139.7813462684,-7.5072,6.1799,89646.5111,43137.4898
9128,centerline,22,35.6258795983,139.7813506427,-7.1118,6.6793,89646.9134,43137.9830
9128,centerline,23,35.6258842107,139.7813548219,-6.7341,7.1922,89647.2982,43138.4899
9128,centerline,24,35.6258896147,139.7813573095,-6.5092,7.7930,89647.5309,43139.0865
9128,centerline,25,35.6258950772,139.7813596892,-6.2942,8.4004,89647.7539,43139.6897
9134,centerline,0,35.6258950772,139.7813596892,-6.2942,8.4004,89647.7539,43139.6897
9134,centerline,1,35.6259032494,139.7813606970,-6.2031,9.3092,89647.8564,43140.5950
9134,centerline,2,35.6259111922,139.7813602341,-6.2449,10.1924,89647.8254,43141.4765
9134,centerline,3,35.6259189040,139.7813577043,-6.4736,11.0499,89647.6069,43142.3347
9134,centerline,4,35.6259264857,139.7813541638,-6.7936,11.8929,89647.2967,43143.1796
9134,centerline,5,35.6259338198,139.7813497679,-7.1909,12.7084,89646.9087,43143.9980
9134,centerline,6,35.6259408724,139.7813446387,-7.6545,13.4926,89646.4539,43144.7860
9134,centerline,7,35.6259478814,139.7813393953,-8.1284,14.2720,89645.9887,43145.5693
9134,centerline,8,35.6259546653,139.7813337246,-8.6409,15.0263,89645.4845,43146.3281
9134,centerline,9,35.6259615861,139.7813283147,-9.1299,15.7959,89645.0041,43147.1018
9134,centerline,10,35.6259686026,139.7813230899,-9.6021,16.5761,89644.5406,43147.8859
9134,centerline,11,35.6259755638,139.7813177500,-10.0848,17.3501,89644.0666,43148.6640
9134,centerline,12,35.6259824780,139.7813123170,-10.5758,18.1190,89643.5841,43149.4370
9134,centerline,13,35.6259893978,139.7813068939,-11.0660,18.8884,89643.1025,43150.2106
9134,centerline,14,35.6259963195,139.7813014751,-11.5557,19.6581,89642.6213,43150.9844
9134,centerline,15,35.6260032954,139.7812961637,-12.0358,20.4338,89642.1499,43151.7641
9134,centerline,16,35.6260102842,139.7812908797,-12.5134,21.2109,89641.6810,43152.5452
9134,centerline,17,35.6260170856,139.7812852507,-13.0222,21.9672,89641.1806,43153.3059
9134,centerline,18,35.6260238430,139.7812795440,-13.5379,22.7185,89640.6731,43154.0618
9134,centerline,19,35.6260306306,139.7812738888,-14.0491,23.4733,89640.1703,43154.8210
9134,centerline,20,35.6260374980,139.7812683681,-14.5481,24.2369,89639.6798,43155.5889
9134,centerline,21,35.6260443911,139.7812628967,-15.0426,25.0034,89639.1938,43156.3596
9134,centerline,22,35.6260513165,139.7812574845,-15.5318,25.7735,89638.7132,43157.1338
9134,centerline,23,35.6260582426,139.7812520712,-16.0210,26.5436,89638.2325,43157.9081
9134,centerline,24,35.6260650788,139.7812464947,-16.5251,27.3038,89637.7369,43158.6726
9134,centerline,25,35.6260719205,139.7812409258,-17.0284,28.0645,89637.2420,43159.4377
9134,centerline,26,35.6260787870,139.7812354041,-17.5275,28.8280,89636.7514,43160.2055
9134,centerline,27,35.6260856397,139.7812298538,-18.0291,29.5900,89636.2582,43160.9718
9134,centerline,28,35.6260924924,139.7812243035,-18.5308,30.3520,89635.7650,43161.7381
