lanelet_or_way_id,role,index,latitude,longitude,x,y,local_x,local_y
2256,left,13,35.6263133860,139.7812530022,-15.9369,54.9143,89638.6675,43186.2065
2256,left,14,35.6262982891,139.7812653076,-14.8247,53.2356,89639.7611,43184.5182
2256,left,15,35.6262921128,139.7812759582,-13.8620,52.5488,89640.7171,43183.8212
2256,left,16,35.6262903009,139.7812878367,-12.7884,52.3473,89641.7903,43183.6069
2256,left,17,35.6262912135,139.7812976542,-11.9011,52.4488,89642.6806,43183.6971
2256,left,18,35.6262937365,139.7813115043,-10.6493,52.7293,89643.9383,43183.9614
2256,left,19,35.6262966489,139.7813184015,-10.0259,53.0532,89644.5669,43184.2767
2256,left,20,35.6263009508,139.7813263676,-9.3059,53.5315,89645.2942,43184.7449
2256,left,21,35.6263071875,139.7813366696,-8.3747,54.2250,89646.2357,43185.4251
2256,left,22,35.6263178201,139.7813544228,-6.7701,55.4073,89647.8580,43186.5845
2256,left,23,35.6263376576,139.7813911336,-3.4521,57.6131,89651.2097,43188.7436
2256,left,24,35.6263513677,139.7814165060,-1.1589,59.1376,89653.5262,43190.2358
2256,left,25,35.6263652679,139.7814432812,1.2612,60.6833,89655.9700,43191.7475
2256,left,26,35.6263730224,139.7814554960,2.3652,61.5455,89657.0868,43192.5939
2256,left,27,35.6263776314,139.7814702056,3.6947,62.0580,89658.4252,43193.0886
2256,left,28,35.6263778471,139.7814916186,5.6301,62.0820,89660.3646,43193.0885
2256,left,29,35.6263759179,139.7815058123,6.9129,61.8675,89661.6473,43192.8586
2256,left,30,35.6263701378,139.7815190806,8.1122,61.2248,89662.8409,43192.2026
2256,left,31,35.6263605004,139.7815295640,9.0597,60.1531,89663.7770,43191.1219
2256,left,32,35.6263466069,139.7815415938,10.1470,58.6083,89664.8473,43189.5674
2256,left,33,35.6263289225,139.7815562221,11.4691,56.6418,89666.1477,43187.5895
2256,left,34,35.6263084597,139.7815724098,12.9322,54.3665,89667.5855,43185.3017
2256,left,35,35.6262905037,139.7815854123,14.1074,52.3699,89668.7383,43183.2955
2256,left,36,35.6262791029,139.7815906462,14.5805,51.1022,89669.1966,43182.0251
2256,left,37,35.6262689628,139.7815919827,14.7013,49.9746,89669.3037,43180.8989
2256,left,38,35.6262577619,139.7815885505,14.3911,48.7292,89668.9775,43179.6604
2256,left,39,35.6262480893,139.7815831572,13.9036,47.6536,89668.4758,43178.5936
2256,left,40,35.6262396317,139.7815762193,13.2765,46.7132,89667.8359,43177.6633
2256,left,41,35.6262279736,139.7815637777,12.1520,45.4168,89666.6932,43176.3842
2256,left,42,35.6262220332,139.7815542519,11.2911,44.7563,89665.8224,43175.7360
2256,left,43,35.6262157414,139.7815441240,10.3757,44.0567,89664.8966,43175.0495
2256,left,44,35.6262058239,139.7815246903,8.6192,42.9539,89663.1231,43173.9713
2256,left,45,35.6261973837,139.7815070805,7.0276,42.0154,89661.5168,43173.0549
2256,left,46,35.6261882563,139.7814880357,5.3062,41.0005,89659.7796,43172.0639
2256,left,47,35.6261804308,139.7814688993,3.5766,40.1303,89658.0359,43171.2174
2256,left,48,35.6261738189,139.7814480693,1.6939,39.3951,89656.1405,43170.5074
2256,left,49,35.6261725690,139.7814317374,0.2178,39.2561,89654.6598,43170.3871
2256,left,50,35.6261708166,139.7814171479,-1.1008,39.0613,89653.3362,43170.2091
2256,left,51,35.6261698183,139.7814019716,-2.4725,38.9503,89651.9605,43170.1154
2256,left,52,35.6261677789,139.7813837027,-4.1237,38.7235,89650.3033,43169.9097
2256,left,53,35.6261654844,139.7813736312,-5.0340,38.4684,89649.3881,43169.6665
2256,left,54,35.6261587009,139.7813627621,-6.0164,37.7141,89648.3945,43168.9263
2256,left,55,35.6261536320,139.7813608691,-6.1875,37.1504,89648.2161,43168.3662
2256,left,56,35.6261413452,139.7813633668,-5.9618,35.7842,89648.4254,43167.0006
2256,left,57,35.6261351143,139.7813740568,-4.9956,35.0914,89649.3849,43166.2975
2256,left,58,35.6261333118,139.7813839254,-4.1036,34.8909,89650.2761,43166.0865
2256,left,59,35.6261262741,139.7814044269,-2.2506,34.1084,89652.1230,43165.2829
2256,left,60,35.6261235979,139.7814128633,-1.4881,33.8108,89652.8833,43164.9766
2263,left,0,35.6261235979,139.7814128633,-1.4881,33.8108,89652.8833,43164.9766
2263,left,1,35.6261199973,139.7814242135,-0.4622,33.4104,89653.9062,43164.5645
2263,left,2,35.6261172455,139.7814373032,0.7209,33.1044,89655.0878,43164.2446
2263,left,3,35.6261142244,139.7814467586,1.5755,32.7685,89655.9399,43163.8989
2263,left,4,35.6261093489,139.7814599711,2.7697,32.2264,89657.1297,43163.3433
2263,left,5,35.6261059354,139.7814685269,3.5430,31.8468,89657.8998,43162.9551
2263,left,6,35.6261049160,139.7814847762,5.0116,31.7335,89659.3699,43162.8238
2263,left,7,35.6261125264,139.7814939664,5.8423,32.5797,89660.2126,43163.6576
2263,left,8,35.6261201893,139.7814964948,6.0708,33.4318,89660.4521,43164.5047
2263,left,9,35.6261260659,139.7814930233,5.7570,34.0852,89660.1458,43165.1604
2263,left,10,35.6261325252,139.7814845902,4.9948,34.8035,89659.3910,43165.8863
2263,left,11,35.6261387579,139.7814809421,4.6651,35.4965,89659.0692,43166.5817
2263,left,12,35.6261478118,139.7814762408,4.2402,36.5033,89658.6559,43167.5912
2263,left,13,35.6261582311,139.7814754919,4.1725,37.6618,89658.6024,43168.7477
2263,left,14,35.6261658303,139.7814791255,4.5009,38.5068,89658.9419,43169.5865
2263,left,15,35.6261707679,139.7814874629,5.2545,39.0559,89659.7037,43170.1248
2263,left,16,35.6261747371,139.7814935689,5.8063,39.4972,89660.2621,43170.5582
2263,left,17,35.6261877797,139.7815174827,7.9677,40.9475,89662.4456,43171.9780
2263,left,18,35.6261969641,139.7815343226,9.4898,41.9687,89663.9832,43172.9778
2263,left,19,35.6262033681,139.7815478742,10.7146,42.6808,89665.2192,43173.6729
2263,left,20,35.6262116912,139.7815654857,12.3064,43.6063,89666.8255,43174.5763
2263,left,21,35.6262150552,139.7815757596,13.2350,43.9804,89667.7605,43174.9379
2263,left,22,35.6262166716,139.7815891144,14.4421,44.1601,89668.9721,43175.1022
2263,left,23,35.6262158003,139.7816058297,15.9528,44.0632,89670.4846,43174.9868
9118,left,0,35.6260005186,139.7809768311,-40.8982,20.1250,89613.2280,43151.8145
9118,left,1,35.6260444636,139.7809418147,-44.0631,25.0115,89610.1174,43156.7280
9118,left,2,35.6260519872,139.7809368163,-44.5148,25.8480,89609.6751,43157.5681
9118,left,3,35.6260596897,139.7809311427,-45.0276,26.7045,89609.1719,43158.4288
9118,left,4,35.6260805909,139.7809247066,-45.6093,29.0286,89608.6178,43160.7543
9118,left,5,35.6261048770,139.7809253362,-45.5524,31.7291,89608.7082,43163.4473
9118,left,6,35.6261258361,139.7809326385,-44.8924,34.0597,89609.3983,43165.7638
9118,left,7,35.6261448783,139.7809481305,-43.4922,36.1771,89610.8274,43167.8585
9118,left,8,35.6261521498,139.7809560735,-42.7743,36.9856,89611.5567,43168.6561
9118,left,9,35.6261621859,139.7809726994,-41.2716,38.1016,89613.0761,43169.7506
9118,left,10,35.6261706108,139.7809932423,-39.4148,39.0384,89614.9480,43170.6620
9118,left,11,35.6261748351,139.7810138567,-37.5516,39.5081,89616.8206,43171.1074
9118,left,12,35.6261746746,139.7810344350,-35.6917,39.4903,89618.6839,43171.0665
9118,left,13,35.6261728543,139.7810559097,-33.7507,39.2879,89620.6261,43170.8405
9118,left,14,35.6261693214,139.7810689561,-32.5716,38.8950,89621.8027,43170.4340
9118,left,15,35.6261621668,139.7810808484,-31.4967,38.0995,89622.8698,43169.6271
9118,left,16,35.6261545441,139.7810933408,-30.3676,37.2519,89623.9906,43168.7676
9123,left,0,35.6261545441,139.7810933408,-30.3676,37.2519,89623.9906,43168.7676
9123,left,1,35.6261469369,139.7811008592,-29.6881,36.4060,89624.6610,43167.9154
9123,left,2,35.6261323089,139.7811141580,-28.4861,34.7794,89625.8452,43166.2780
9123,left,3,35.6261217428,139.7811227528,-27.7093,33.6045,89626.6090,43165.0964
9123,left,4,35.6260999385,139.7811406306,-26.0934,31.1800,89628.1980,43162.6579
9123,left,5,35.6260703494,139.7811621944,-24.1444,27.8898,89630.1101,43159.3518
9123,left,6,35.6260453877,139.7811820162,-22.3528,25.1142,89631.8708,43156.5609
9123,left,7,35.6260302500,139.7811918950,-21.4600,23.4310,89632.7446,43154.8708
9123,left,8,35.6260038022,139.7812084066,-19.9676,20.4901,89634.2035,43151.9188
9123,left,9,35.6259881113,139.7812189454,-19.0151,18.7454,89635.1363,43150.1666
9123,left,10,35.6259637205,139.7812349553,-17.5680,16.0332,89636.5526,43147.4433
9123,left,11,35.6259448685,139.7812486914,-16.3265,13.9370,89637.7706,43145.3369
9123,left,12,35.6259272890,139.7812637156,-14.9686,11.9822,89639.1070,43143.3702
9128,left,0,35.6259272890,139.7812637156,-14.9686,11.9822,89639.1070,43143.3702
9128,left,1,35.6259126246,139.7812743945,-14.0034,10.3516,89640.0539,43141.7317
9128,left,2,35.6259057535,139.7812793752,-13.5532,9.5876,89640.4955,43140.9640
9128,left,3,35.6258993797,139.7812850297,-13.0421,8.8789,89640.9988,43140.2507
9128,left,4,35.6258934024,139.7812967251,-11.9851,8.2142,89642.0497,43139.5746
9128,left,5,35.6258945872,139.7813114391,-10.6552,8.3460,89643.3838,43139.6895
9128,left,6,35.6258977859,139.7813173978,-10.1166,8.7016,89643.9278,43140.0376
9128,left,7,35.6259020958,139.7813208130,-9.8079,9.1809,89644.2430,43140.5118
9134,left,0,35.6259020958,139.7813208130,-9.8079,9.1809,89644.2430,43140.5118
9134,left,1,35.6259131071,139.7813224480,-9.6601,10.4053,89644.4062,43141.7313
9134,left,2,35.6259281148,139.7813124530,-10.5635,12.0741,89643.5217,43143.4071
9134,left,3,35.6259638247,139.7812841101,-13.1253,16.0448,89641.0041,43147.3997
9134,left,4,35.6259890465,139.7812639653,-14.9460,18.8494,89639.2145,43150.2198
9134,left,5,35.6260090309,139.7812480035,-16.3887,21.0715,89637.7965,43152.4543
9134,left,6,35.6260332444,139.7812294344,-18.0670,23.7639,89636.1482,43155.1608
9134,left,7,35.6260684407,139.7812018379,-20.5613,27.6776,89633.6975,43159.0956
9134,left,8,35.6260899105,139.7811846786,-22.1122,30.0649,89632.1731,43161.4962
9134,left,9,35.6261204663,139.7811602831,-24.3171,33.4626,89630.0059,43164.9127
9134,left,10,35.6261390876,139.7811447748,-25.7188,35.5332,89628.6271,43166.9955
9134,left,11,35.6261525602,139.7811340146,-26.6914,37.0312,89627.6712,43168.5019
9134,left,12,35.6261647509,139.7811236294,-27.6300,38.3868,89626.7475,43169.8657
9134,left,13,35.6261725178,139.7811178124,-28.1558,39.2504,89626.2314,43170.7337
9134,left,14,35.6261812437,139.7811065290,-29.1756,40.2207,89625.2216,43171.7142
9145,left,0,35.6261812437,139.7811065290,-29.1756,40.2207,89625.2216,43171.7142
9145,left,1,35.6261859967,139.7810976095,-29.9818,40.7492,89624.4204,43172.2514
9145,left,2,35.6261888649,139.7810831132,-31.2920,41.0682,89623.1116,43172.5858
9145,left,3,35.6261897759,139.7810734404,-32.1663,41.1695,89622.2369,43172.6977
9145,left,4,35.6261919794,139.7810615040,-33.2451,41.4145,89621.1590,43172.9555
9145,left,5,35.6261948682,139.7810493971,-34.3394,41.7357,89620.0666,43173.2895
9145,left,6,35.6261986682,139.7810366370,-35.4927,42.1582,89618.9163,43173.7253
9145,left,7,35.6262025945,139.7810281695,-36.2580,42.5948,89618.1549,43174.1703
9145,left,8,35.6262085307,139.7810176728,-37.2067,43.2549,89617.2125,43174.8405
9145,left,9,35.6262192339,139.7810077397,-38.1045,44.4450,89616.3277,43176.0388
9145,left,10,35.6262273194,139.7810021376,-38.6108,45.3441,89615.8315,43176.9419
9145,left,11,35.6262385674,139.7809983736,-38.9510,46.5948,89615.5061,43178.1937
9145,left,12,35.6262513908,139.7809949202,-39.2632,48.0207,89615.2110,43179.6199
9145,left,13,35.6262628430,139.7809920088,-39.5263,49.2941,89614.9631,43180.8934
9145,left,14,35.6262732715,139.7809935986,-39.3826,50.4537,89615.1214,43182.0483
9145,left,15,35.6262825381,139.7809945887,-39.2931,51.4841,89615.2238,43183.0750
9145,left,16,35.6262927215,139.7809966404,-39.1077,52.6165,89615.4236,43184.2022
9145,left,17,35.6263007609,139.7810016267,-38.6570,53.5104,89615.8862,43185.0883
9145,left,18,35.6263100204,139.7810097505,-37.9227,54.5400,89616.6346,43186.1062
9145,left,19,35.6263254058,139.7810307675,-36.0231,56.2508,89618.5590,43187.7891
9145,left,20,35.6263430355,139.7810589326,-33.4775,58.2111,89621.1338,43189.7129
9145,left,21,35.6263440010,139.7810606130,-33.3256,58.3185,89621.2873,43189.8181
9151,left,0,35.6262158003,139.7816058297,15.9528,44.0632,89670.4846,43174.9868
9151,left,1,35.6262134269,139.7816239779,17.5931,43.7993,89672.1248,43174.7032
9151,left,2,35.6262098320,139.7816372285,18.7908,43.3996,89673.3198,43174.2896
9151,left,3,35.6262052865,139.7816520560,20.1309,42.8942,89674.6563,43173.7688
9151,left,4,35.6261972681,139.7816619781,21.0277,42.0025,89675.5438,43172.8683
9151,left,5,35.6261897374,139.7816679725,21.5695,41.1652,89676.0763,43172.0263
9151,left,6,35.6261793412,139.7816763527,22.3269,40.0092,89676.8209,43170.8638
9151,left,7,35.6261592884,139.7816931381,23.8441,37.7794,89678.3134,43168.6208
9151,left,8,35.6261423306,139.7817069636,25.0937,35.8938,89679.5421,43166.7244
9151,left,9,35.6261346569,139.7817124534,25.5898,35.0405,89680.0287,43165.8671
9151,left,10,35.6261270968,139.7817178630,26.0788,34.1999,89680.5082,43165.0225
9151,left,11,35.6261205225,139.7817257998,26.7961,33.4688,89681.2179,43164.2844
9151,left,12,35.6261148896,139.7817325992,27.4107,32.8425,89681.8259,43163.6520
9151,left,13,35.6261095196,139.7817399777,28.0776,32.2454,89682.4867,43163.0481
9151,left,14,35.6261030593,139.7817488535,28.8798,31.5270,89683.2816,43162.3216
9151,left,15,35.6260959616,139.7817569185,29.6088,30.7378,89684.0022,43161.5253
9151,left,16,35.6260879288,139.7817593572,29.8292,29.8446,89684.2120,43160.6316
9151,left,17,35.6260728565,139.7817575264,29.6637,28.1686,89684.0255,43158.9619
9151,left,18,35.6260601617,139.7817555204,29.4824,26.7570,89683.8264,43157.5561
9151,left,19,35.6260446758,139.7817521941,29.1818,25.0351,89683.5039,43155.8422
9151,left,20,35.6260280841,139.7817476555,28.7715,23.1901,89683.0701,43154.0070
9151,left,21,35.6260121463,139.7817452978,28.5585,21.4179,89682.8347,43152.2419
9151,left,22,35.6260008205,139.7817394901,28.0335,20.1586,89682.2932,43150.9922
9151,left,23,35.6259926105,139.7817343959,27.5731,19.2457,89681.8206,43150.0873
9151,left,24,35.6259808091,139.7817245327,26.6816,17.9334,89680.9112,43148.7894
9151,left,25,35.6259706862,139.7817151753,25.8359,16.8078,89680.0499,43147.6771
9151,left,26,35.6259641729,139.7817044523,24.8667,16.0835,89679.0699,43146.9667
9151,left,27,35.6259559710,139.7816865242,23.2463,15.1715,89677.4351,43146.0771
9151,left,28,35.6259460716,139.7816697582,21.7309,14.0708,89675.9032,43144.9979
9151,left,29,35.6259353515,139.7816489630,19.8514,12.8787,89674.0053,43143.8322
9151,left,30,35.6259315947,139.7816428217,19.2963,12.4610,89673.4440,43143.4224
9151,left,31,35.6259281004,139.7816352774,18.6144,12.0725,89672.7560,43143.0433
9151,left,32,35.6259255675,139.7816185708,17.1044,11.7908,89671.2396,43142.7811
9151,left,33,35.6259260500,139.7816020006,15.6068,11.8445,89669.7397,43142.8532
9151,left,34,35.6259284046,139.7815821863,13.8159,12.1063,89667.9486,43143.1366
9151,left,35,35.6259319807,139.7815516555,11.0564,12.5039,89665.1887,43143.5675
9151,left,36,35.6259339421,139.7815349381,9.5454,12.7220,89663.6775,43143.8038
9157,left,0,35.6259339421,139.7815349381,9.5454,12.7220,89663.6775,43143.8038
9157,left,1,35.6259346687,139.7815288768,8.9976,12.8028,89663.1296,43143.8912
9157,left,2,35.6259351913,139.7815136907,7.6250,12.8609,89661.7551,43143.9662
9157,left,3,35.6259316462,139.7815020062,6.5689,12.4667,89660.6921,43143.5861
9157,left,4,35.6259245784,139.7814944962,5.8902,11.6808,89660.0023,43142.8106
9157,left,5,35.6259194771,139.7814918052,5.6469,11.1136,89659.7516,43142.2478
9163,left,0,35.6259194771,139.7814918052,5.6469,11.1136,89659.7516,43142.2478
9163,left,1,35.6259040411,139.7814876147,5.2682,9.3972,89659.3509,43140.5404
9163,left,2,35.6258897099,139.7814855165,5.0785,7.8036,89659.1412,43138.9532
9163,left,3,35.6258752405,139.7814857096,5.0960,6.1947,89659.1388,43137.3481
9163,left,4,35.6258580679,139.7814871274,5.2241,4.2852,89659.2436,43135.4418
9163,left,5,35.6258430402,139.7814912116,5.5933,2.6142,89659.5928,43133.7704
9163,left,6,35.6258326633,139.7814941904,5.8625,1.4603,89659.8483,43132.6161
9163,left,7,35.6258160991,139.7814985309,6.2548,-0.3815,89660.2186,43130.7740
9163,left,8,35.6257983963,139.7815004725,6.4303,-2.3500,89660.3701,43128.8083
9169,left,0,35.6256897627,139.7813534310,-6.8598,-14.4295,89646.9050,43116.9241
9169,left,1,35.6256947083,139.7813309207,-8.8944,-13.8796,89644.8733,43117.4979
9169,left,2,35.6257002732,139.7812987861,-11.7988,-13.2608,89641.9709,43118.1512
9169,left,3,35.6257044405,139.7812802663,-13.4727,-12.7974,89640.2995,43118.6342
9169,left,4,35.6257059793,139.7812632207,-15.0133,-12.6263,89638.7580,43118.8240
9169,left,5,35.6257110092,139.7812389809,-17.2042,-12.0670,89636.5698,43119.4091
9169,left,6,35.6257175875,139.7812183451,-19.0694,-11.3355,89634.7101,43120.1619
9169,left,7,35.6257250126,139.7812042292,-20.3452,-10.5099,89633.4420,43121.0013
9169,left,8,35.6257352272,139.7811902036,-21.6129,-9.3741,89632.1859,43122.1500
9169,left,9,35.6257471871,139.7811777636,-22.7372,-8.0442,89631.0758,43123.4905
9177,left,0,35.6260907867,139.7817621948,30.0857,30.1623,89684.4729,43160.9454
9177,left,1,35.6260693340,139.7817818593,31.8630,27.7769,89686.2242,43158.5439
9177,left,2,35.6260527934,139.7817878182,32.4016,25.9377,89686.7411,43156.7026
9177,left,3,35.6260377100,139.7817862261,32.2577,24.2605,89686.5762,43155.0314
9177,left,4,35.6260206166,139.7817844216,32.0946,22.3598,89686.3893,43153.1375
9177,left,5,35.6260070387,139.7817829877,31.9650,20.8500,89686.2408,43151.6331
9177,left,6,35.6259929096,139.7817768007,31.4058,19.2789,89685.6611,43150.0729
9177,left,7,35.6259753740,139.7817914465,32.7295,17.3290,89686.9633,43148.1115
9177,left,8,35.6259652237,139.7818012241,33.6133,16.2004,89687.8348,43146.9747
9177,left,9,35.6259496254,139.7818135337,34.7259,14.4659,89688.9281,43145.2308
9177,left,10,35.6259347191,139.7818256108,35.8174,12.8084,89690.0013,43143.5639
9177,left,11,35.6259130990,139.7818428981,37.3799,10.4044,89691.5371,43141.1465
9201,left,0,35.6258996574,139.7817604489,29.9279,8.9097,89684.0522,43139.7481
9201,left,1,35.6257642352,139.7815081288,7.1223,-6.1485,89661.0165,43125.0107
